,Case Number,Date,Year,Country,Area,Location,Sex ,Age,Activity,Time_int,Time_cat,Fatal,Species
1201,2008.09.28.a,2008-09-28,2008.0,USA,Florida,Bethune Beach,M,40,surfing,11,,N,Uncomfirmed Species
1202,2008.09.15,2008-09-15,2008.0,AUSTRALIA,Northern Territory,Near Croker Island,M,43,swimming,14,,N,Uncomfirmed Species
1203,2008.09.14,2008-09-14,2008.0,USA,Florida,"Ormond-by-the-Sea, Volusia County",M,32,swimming,12,,N,Uncomfirmed Species
1204,2008.09.09,2008-09-09,2008.0,USA,Hawaii,"Ka'a'awa, Oahu",M,40,surfing,16,,N,Tiger Shark
1205,2008.09.08,2008-09-08,2008.0,USA,California,"Surf Beach, Lompoc, Santa Barbara County",M,,surfing,10,,N,White Shark
1206,2008.09.07,2008-09-07,2008.0,AUSTRALIA,New South Wales,"Clarks Beach, Byron Bay",M,51,surfing,12,,N,Uncomfirmed Species
1207,2008.09.06.b,2008-09-06,2008.0,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",M,43,surfing,12,,N,Uncomfirmed Species
1208,2008.09.06.a,2008-09-06,2008.0,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",M,15,surfing,12,,N,Uncomfirmed Species
1209,2008.09.01,2008-09-01,2008.0,USA,Florida,"New Smyrna Beach, Volusia County",M,52,surfing,10,,N,Uncomfirmed Species
1210,2008.09.00,,2008.0,USA,Florida,Hutchinson Island,M,,surfing,,morning,N,Uncomfirmed Species
1211,2008.08.30.c,2008-08-30,2008.0,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",M,29,surfing,,,N,Uncomfirmed Species
1212,2008.08.30.b,2008-08-30,2008.0,USA,Hawaii,"McKenzie Beach Park in Pahoa, Hawai'i ",M,27,swimming,19,,,Uncomfirmed Species
1213,2008.08.30.a,2008-08-30,2008.0,ENGLAND,North Devon, Lundy Island,M,52,fishing,,,N,Uncomfirmed Species
1214,2008.08.28,2008-08-28,2008.0,USA,Florida,"New Smyrna Beach, Volusia County",M,19,surfing,12,,N,Uncomfirmed Species
1215,2008.08.27,2008-08-27,2008.0,USA,Florida,"New Smyrna Beach, Volusia County",M,26,surfing,11,,N,Uncomfirmed Species
1216,2008.08.24,2008-08-24,2008.0,USA,Florida,"New Smyrna Beach, Volusia County",M,20,swimming,15,,N,Uncomfirmed Species
1217,2008.08.22,2008-08-22,2008.0,USA,North Carolina,"Surf City, Topsail Island, Pender County",F,20,surfing,18,,,Uncomfirmed Species
1218,2008.08.20,2008-08-20,2008.0,USA,Florida,"Sanibel Island, Lee County",M,47,swimming,14,,N,Uncomfirmed Species
1219,2008.08.18,2008-08-18,2008.0,USA,South Carolina,"North Myrtle Beach, Horry County",M,7,others,,,,Uncomfirmed Species
1220,2008.08.16,2008-08-16,2008.0,USA,US Virgin Islands,Buck Island,F,38,swimming,,night,N,Bull Shark
1221,2008.08.12,2008-08-12,2008.0,USA,Florida,"New Smyrna Beach, Volusia County",F,13,swimming,12,,N,Uncomfirmed Species
1222,2008.08.11,2008-08-11,2008.0,USA,Hawaii,"Ala Moana Beach Park, Oah'u",M,,swimming,14,,N,Tiger Shark
1223,2008.07.30.R,2008-07-30,2008.0,AUSTRALIA,Victoria,Levys Beach,M,31,surfing,10,,N,White Shark
1224,2008.07.30,2008-07-30,2008.0,SOUTH AFRICA,,,M,,others,,,N,White Shark
1225,2008.07.27,2008-07-27,2008.0,PANAMA,San Carlos,Playa Teta,M,,swimming,18,,N,Uncomfirmed Species
1226,2008.07.26.b,2008-07-26,2008.0,MEXICO,Cabo San Lucas,,M,33,swimming,,,N,Uncomfirmed Species
1227,2008.07.26.a,2008-07-26,2008.0,USA,Hawaii,"Honokowai, Maui",M,,swimming,15,,N,Uncomfirmed Species
1228,2008.07.25.b,2008-07-25,2008.0,USA,Florida,"New Smyrna Beach, Volusia County",M,17,surfing,09,,N,Uncomfirmed Species
1229,2008.07.25.a,2008-07-25,2008.0,USA,Hawaii,"Lahilahi Point, Oahu",F,44,swimming,08,,N,Uncomfirmed Species
1230,2008.07.24.b,2008-07-24,2008.0,USA,North Carolina,"Surf City, Topsail Island, Pender County",M,9,swimming,,,N,Uncomfirmed Species
1231,2008.07.24.a,2008-07-24,2008.0,USA,North Carolina,"Topsail Island, Pender County",F,8,swimming,13,,N,Uncomfirmed Species
1232,2008.07.23,2008-07-23,2008.0,USA,Florida,"New Smyrna Beach, Volusia County",M,15,surfing,14,,N,Uncomfirmed Species
1233,2008.07.19,2008-07-19,2008.0,USA,Florida,"New Smyrna Beach, Volusia County",M,16,swimming,13,,N,Uncomfirmed Species
1234,2008.07.18,2008-07-18,2008.0,EGYPT,,Daedalus Reef,M,,swimming,,,N,White Shark
1235,2008.07.13,2008-07-13,2008.0,USA,North Carolina,"Carolina Beach, New Hanover County",M,52,surfing,,,,Uncomfirmed Species
1236,2008.07.11,2008-07-11,2008.0,USA,South Carolina,"Isle of Palms, Charleston County",M,24,surfing,14,,N,Uncomfirmed Species
1237,2008.07.09,2008-07-09,2008.0,USA,North Carolina,"Emerald Isle, Carteret County",F,14,swimming,19,,N,Uncomfirmed Species
1238,2008.07.05,2008-07-05,2008.0,USA,South Carolina,"Litchfield Beach, Georgetown County",F,17,others,14,,N,Uncomfirmed Species
1239,2008.07.00,,2008.0,UNITED KINGDOM,Sussex,"Rock-a-Nore, Hastings",M,16,surfing,,,N,Uncomfirmed Species
1240,2008.06.28.c,2008-06-28,2008.0,USA,Hawaii,"Kamilo Point, Hawai'i",M,53,swimming,,afternoon,,Uncomfirmed Species
1241,2008.06.28.b,2008-06-28,2008.0,BAHAMAS,Abaco Islands,,M,42,fishing,11,,N,Bull Shark
1242,2008.06.28.a,2008-06-28,2008.0,SOUTH AFRICA,Western Cape Province,Mossel Bay,M,46,swimming,14,,N,White Shark
1243,2008.06.26.R,2008-06-26,2008.0,SOUTH AFRICA,Western Cape Province,Struis Bay,M,,swimming,,,N,White Shark
1244,2008.06.26.b,2008-06-26,2008.0,USA,Florida,"New Smyrna Beach, Volusia County",M,29,surfing,,afternoon,N,Uncomfirmed Species
1245,2008.06.26.a,2008-06-26,2008.0,USA,South Carolina,"Isle of Palms, Charleston County",M,37,swimming,11,,N,Uncomfirmed Species
1246,2008.06.24,2008-06-24,2008.0,BRAZIL,Bahia,Guarajuba,M,,surfing,,morning,N,Uncomfirmed Species
1247,2008.06.21,2008-06-21,2008.0,USA,California,"West Cove, Catalina Island",F,40,sailing,09,,N,White Shark
1248,2008.06.20,2008-06-20,2008.0,USA,Florida,"Fernandina Beach, Nassau County",F,35,swimming,11,,N,Uncomfirmed Species
1249,2008.06.11,2008-06-11,2008.0,BRAZIL,Pernambuco,"Punta Del Chifre, Olinda",M,14,surfing,,,N,Uncomfirmed Species
1250,2008.06.07,2008-06-07,2008.0,USA,Florida,"Cocoa Beach, Brevard  County",M,40,surfing,,,N,Uncomfirmed Species
1251,2008.06.02.R,2008-06-02,2008.0,SCOTLAND,Easter Ross,Balintore Bay,,,fishing,,,N,Uncomfirmed Species
1252,2008.06.01.b,2008-06-01,2008.0,USA,South Carolina,Cherry Grove,F,15,surfing,18,,N,Uncomfirmed Species
1253,2008.06.01.a,2008-06-01,2008.0,BRAZIL,Pernambuco,"Piedade, Recife",M,14,swimming,15,,N,Bull Shark
1254,2008.05.26,2008-05-26,2008.0,USA,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",M,9,surfing,15,,N,Uncomfirmed Species
1255,2008.05.24.b,2008-05-24,2008.0,BAHAMAS,Grand Bahama Island,Off West End,M,,sailing,,,N,Tiger Shark
1256,2008.05.24.a,2008-05-24,2008.0,MEXICO,Guerro,Playa Linda,M,49,surfing,,morning,N,Uncomfirmed Species
1257,2008.05.23,2008-05-23,2008.0,MEXICO,Guerro,Pantla Beach,M,21,surfing,,,Y,Uncomfirmed Species
1258,2008.05.14,2008-05-14,2008.0,FIJI,Yasawa Islands,Turtle Island,M,28,swimming,,night,Y,Uncomfirmed Species
1259,2008.05.10,2008-05-10,2008.0,AUSTRALIA,Western Australia,Albany,M,37,swimming,07,,N,White Shark
1260,2008.05.07.b,2008-05-07,2008.0,NEW CALEDONIA,North Province,Hienghène,M,40,fishing,14,,N,Bull Shark
1261,2008.05.07.a,2008-05-07,2008.0,USA,Florida,"New Smyrna Beach, Volusia County",M,6,swimming,,afternoon,N,Uncomfirmed Species
1262,2008.05.01,2008-05-01,2008.0,SOUTH AFRICA,,,M,24,fishing,,,N,Uncomfirmed Species
1263,2008.04.28.b,2008-04-28,2008.0,MEXICO,Guerro,Troncones Beach,M,24,surfing,,afternoon,Y,Tiger Shark
1264,2008.04.28.a,2008-04-28,2008.0,USA,Florida,"New Smyrna Beach, Volusia County",M,18,surfing,11,,N,Uncomfirmed Species
1265,2008.04.27,2008-04-27,2008.0,USA,Florida,"New Smyrna Beach, Volusia County",M,24,surfing,10,,N,Uncomfirmed Species
1266,2008.04.26.b,2008-04-26,2008.0,NEW CALEDONIA,North Province,Poindimié,M,32,swimming,,morning,N,Bull Shark
1267,2008.04.26.a,2008-04-26,2008.0,USA,Florida,"New Smyrna Beach, Volusia County",M,21,surfing,09,,N,Uncomfirmed Species
1268,2008.04.25,2008-04-25,2008.0,USA,California,"Solana Beach, San Diego County",M,66,swimming,07,,Y,White Shark
1269,2008.04.20.b,2008-04-20,2008.0,USA,Florida,"New Smyrna Beach, Volusia County",M,14,surfing,08,,N,Uncomfirmed Species
1270,2008.04.20.a,2008-04-20,2008.0,AUSTRALIA,New South Wales,Crescent Head,M,,others,,,,Tiger Shark
1271,2008.04.19.R,2008-04-19,2008.0,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,M,,swimming,,,,Tiger Shark
1272,2008.04.18,2008-04-18,2008.0,MEXICO,Quintana Roo,"Delfines Beach, Cancun",M,32,swimming,,,,Uncomfirmed Species
1273,2008.04.17,2008-04-17,2008.0,AUSTRALIA,Queensland,"Duranbah, Greenmount Beach",M,19,surfing,11,,,Uncomfirmed Species
1274,2008.04.15,2008-04-15,2008.0,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",M,30,surfing,15,,N,Uncomfirmed Species
1275,2008.04.09.R,2008-04-09,2008.0,FIJI,,,M,,fishing,,,N,Uncomfirmed Species
1276,2008.03.25,2008-03-25,2008.0,USA,Florida,"Palm Beach Shores, Palm Beach County",M,15,swimming,,,N,Uncomfirmed Species
1277,2008.04.08.R,2008-04-08,2008.0,USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",,,surfing,,,N,Uncomfirmed Species
1278,2008.04.08,2008-04-08,2008.0,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",M,16,surfing,08,,Y,Bull Shark
1279,2008.04.03,2008-04-03,2008.0,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",M,18,swimming,12,,N,Uncomfirmed Species
1280,2008.03.28.c,2008-03-28,2008.0,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,M,39,surfing,,,N,Uncomfirmed Species
1281,2008.03.28.b,2008-03-28,2008.0,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",M,52,surfing,18,,N,Uncomfirmed Species
1282,2008.03.28.a,2008-03-28,2008.0,USA,Florida,"Near Cocoa Beach, Brevard  County",M,,surfing,,,N,Uncomfirmed Species
1283,2008.03.23,2008-03-23,2008.0,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",M,13,swimming,11,,N,Uncomfirmed Species
1284,2008.03.21,2008-03-21,2008.0,USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",M,14,swimming,15,,N,Uncomfirmed Species
1285,2008.03.15,2008-03-15,2008.0,USA,Florida,"Lovers Key State Park, Bonita Springs, Lee County",M,8,swimming,,afternoon,N,Uncomfirmed Species
1286,2008.03.07,2008-03-07,2008.0,USA,California," Huntington Beach, Orange County",M,27,surfing,08,,N,White Shark
1287,2008.02.24,2008-02-24,2008.0,BAHAMAS,Northern Bahamas,"Dive site known as ""The End of the Map""",M,49,swimming,10,,Y,Bull Shark
1288,2008.02.21.R,2008-02-21,2008.0,FRENCH POLYNESIA,Society Islands,Tahiti,M,26,fishing,,,N,Uncomfirmed Species
1289,2008.02.15,2008-02-15,2008.0,USA,Florida,"Ponce Inlet, Volusia County",M,25,surfing,17,,N,Uncomfirmed Species
1290,2008.02.07,2008-02-07,2008.0,AUSTRALIA,New South Wales,Horseshoe Bay,F,14,surfing,,,N,Uncomfirmed Species
1291,2008.02.06,2008-02-06,2008.0,USA,Florida,"Opposite Patrick Air Force Base, Brevard County",M,,swimming,,,N,Uncomfirmed Species
1292,2008.01.30,2008-01-30,2008.0,JAPAN,Tokyo Bay,,M,,swimming,,,,Uncomfirmed Species
1293,2008.01.29,2008-01-29,2008.0,SOUTH AFRICA,KwaZulu-Natal,"Suncoast Pirates Beach, Durban",M,42,swimming,,,N,Uncomfirmed Species
1294,2008.01.27,2008-01-27,2008.0,AUSTRALIA,Queensland,200 km east of Coolangatta  ,M,20,swimming,07,,N,Uncomfirmed Species
1295,2008.01.19.R,2008-01-19,2008.0,NEW ZEALAND,South Island,Marfells Beach,M,,swimming,,,,Uncomfirmed Species
1296,2008.01.14,2008-01-14,2008.0,NEW ZEALAND,North Island,Omaha Beach,,,swimming,14,,N,Uncomfirmed Species
1297,2008.01.10,2008-01-10,2008.0,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",M,20,surfing,,,N,Uncomfirmed Species
1298,2008.00.00.b,,2008.0,USA,Florida,"Off Fort Pierce, St. Lucie County",M,,fishing,,,N,Uncomfirmed Species
1299,2008.00.00.a,,2008.0,MEXICO,Baja California,Playas de Tijuana,M,26,surfing,,,N,Hammerhead Shark
1300,2007.12.21,2007-12-21,2007.0,ECUADOR,Galapagos Islands,San Cristobal Island,M,24,surfing,,,N,Uncomfirmed Species
1301,2007.12.19,2007-12-19,2007.0,BRITISH VIRGIN ISLANDS,Green Bay,,M,53,swimming,,,,No shark involved
1302,2007.12.18,2007-12-18,2007.0,AUSTRALIA,New South Wales,Jimmy's Beach,M,31,surfing,11,,N,Uncomfirmed Species
1303,2007.12.15,2007-12-15,2007.0,AUSTRALIA,Queensland,South Stradbroke Island,M,,swimming,,,N,Uncomfirmed Species
1304,2007.12.14,2007-12-14,2007.0,AUSTRALIA,New South Wales,Bondi ,M,34,swimming,20,,,Uncomfirmed Species
1305,2007.12.10,2007-12-10,2007.0,USA,Hawaii,"Waialua Bay, O'ahu",M,52,surfing,11,,N,Tiger Shark
1306,2007.12.09,2007-12-09,2007.0,NEW ZEALAND,South Island,Kaikoura,F,,surfing,,,N,Uncomfirmed Species
1307,2007.12.07,2007-12-07,2007.0,BRAZIL,Pernambuco,Itamaracá,M,28,fishing,,,N,Uncomfirmed Species
1308,2007.11.18,2007-11-18,2007.0,AUSTRALIA,Western Australia,In a tidal creek    5 km from Wickham,M,32,fishing,,,N,Uncomfirmed Species
1309,2007.11.08,2007-11-08,2007.0,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",M,,surfing,14,,N,Uncomfirmed Species
1310,2007.11.07,2007-11-07,2007.0,SOUTH AFRICA,Western Cape Province,The Strand,M,14,surfing,17,,N,Uncomfirmed Species
1311,2007.11.06,2007-11-06,2007.0,USA,Florida,"New Smyrna Beach, Volusia County",M,21,surfing,11,,N,Uncomfirmed Species
1312,2007.11.04,2007-11-04,2007.0,USA,Florida,"Round Island Park, Indian River County",M,42,surfing,09,,N,Uncomfirmed Species
1313,2007.11.03,2007-11-03,2007.0,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,M,37,surfing,08,,N,White Shark
1314,2007.11.00,,2007.0,MEXICO,Baja California,Guadalupe Island,M,,swimming,,,,No shark involved
1315,2007.10.29,2007-10-29,2007.0,USA,Hawaii,"Wailea, Maui",M,32,swimming,15,,N,Tiger Shark
1316,2007.10.15,2007-10-15,2007.0,AUSTRALIA,New South Wales,Byron Bay,F,52,swimming,11,,N,White Shark
1317,2007.10.13,2007-10-13,2007.0,AUSTRALIA,Queensland,Holmes Reef,M,31,fishing,12,,N,Uncomfirmed Species
1318,2007.10.07,2007-10-07,2007.0,USA,California,"Venice Pier, Venice, Los Angeles County",M,22,surfing,20,,N,Uncomfirmed Species
1319,2007.10.06,2007-10-06,2007.0,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",M,16,surfing,08,,N,Uncomfirmed Species
1320,2007.09.30.c,2007-09-30,2007.0,USA,California,"Santa Monica, Los Angeles County",M,,surfing,11,,N,Uncomfirmed Species
1321,2007.09.30.b,2007-09-30,2007.0,PHILIPPINES,Palawan,Off Cagayancillo,M,,sailing,14,,Y,Uncomfirmed Species
1322,2007.09.30.a,2007-09-30,2007.0,NEW CALEDONIA,Loyalty Islands,"Bay of Luengoni, Lifou Island",F,23,swimming,,morning,Y,Tiger Shark
1323,2007.09.28,2007-09-28,2007.0,BAHAMAS,Grand Bahama Island,Sweetings Cay,F,48,fishing,12,,N,Uncomfirmed Species
1324,2007.09.27.b,2007-09-27,2007.0,USA,California,"Moonstone Beach, Humboldt County",F,,surfing,08,,N,White Shark
1325,2007.09.27.a,2007-09-27,2007.0,EGYPT,Red Sea,Daedalus Reef ,F,18,swimming,07,,N,White Shark
1326,2007.09.22.b,2007-09-22,2007.0,USA,Florida,Jupiter Inlet,F,,swimming,,,,Uncomfirmed Species
1327,2007.09.22.a,2007-09-22,2007.0,USA,Florida,Huguenot Park,F,,surfing,,,N,Uncomfirmed Species
1328,2007.09.20,2007-09-20,2007.0,USA,Florida,"New Smyrna Beach, Volusia County",M,23,surfing,18,,N,Uncomfirmed Species
1329,2007.09.17,2007-09-17,2007.0,SOLOMON ISLANDS,Marovo Lagoon,Kicha Island,M,,fishing,,night,N,Uncomfirmed Species
1330,2007.09.16.b,2007-09-16,2007.0,USA,Florida,"New Smyrna Beach, Volusia County",M,56,swimming,11,,N,Uncomfirmed Species
1331,2007.09.16.a,2007-09-16,2007.0,USA,Florida,"Flagler Beach, Flagler County",F,,surfing,,morning,N,Uncomfirmed Species
1332,2007.09.13,2007-09-13,2007.0,USA,Florida,"Lauderdale-by-the-Sea, Broward County",M,14,swimming,16,,N,Uncomfirmed Species
1333,2007.09.08,2007-09-08,2007.0,USA,Florida,"Pepper Park Beach, St. Lucie County",F,58,swimming,11,,N,Uncomfirmed Species
1334,2007.09.05,2007-09-05,2007.0,USA,Florida,"Daytona Beach, Volusia County",F,36,swimming,13,,N,Uncomfirmed Species
1335,2007.09.04,2007-09-04,2007.0,USA,South Carolina,Sullivan's Island,M,15,surfing,18,,N,Uncomfirmed Species
1336,2007.09.03.b,2007-09-03,2007.0,USA,Florida,"Daytona Beach, Volusia County",F,12,others,,morning,N,Uncomfirmed Species
1337,2007.09.03.a,2007-09-03,2007.0,USA,Florida,"Fort Lauderdale, Broward County",M,58,swimming,09,,N,Uncomfirmed Species
1338,2007.08.28.b,2007-08-28,2007.0,USA,Hawaii,"Ka'a'awa, Oahu",M,15,surfing,16,,N,Tiger Shark
1339,2007.08.28.a,2007-08-28,2007.0,USA,California,"Marina State Beach, Monterey County",M,24,surfing,10,,N,White Shark
1340,2007.08.26,2007-08-26,2007.0,USA,Florida,"New Smyrna Beach, Volusia County",M,54,surfing,14,,N,Uncomfirmed Species
1341,2007.08.25,2007-08-25,2007.0,USA,Florida,"New Smyrna Beach, Volusia County",M,27,surfing,,morning,N,Uncomfirmed Species
1342,2007.08.22,2007-08-22,2007.0,USA,North Carolina,North Carolina Aquarium at Fort Fisher,M,,swimming,,,N,Uncomfirmed Species
1343,2007.08.20,2007-08-20,2007.0,USA,Delaware,"Indian River Inlet, Rehoboth Beach",M,,fishing,19,,N,Tiger Shark
1344,2007.08.19.c,2007-08-19,2007.0,USA,Florida,"Islamorada Founder's Park, Plantation Key, Monroe County",M,52,swimming,20,,N,Uncomfirmed Species
1345,2007.08.19.b,2007-08-19,2007.0,USA,Florida,"New Smyrna Beach, Volusia County",M,16,surfing,12,,N,Uncomfirmed Species
1346,2007.08.19.a.,2007-08-19,2007.0,USA,South Carolina,"Lakewood Campground, Grand Strand, Horry County",M,7,swimming,10,,N,Uncomfirmed Species
1347,2007.08.15,2007-08-15,2007.0,USA,Florida,Sarasota Bay,M,20,swimming,,night,N,Bull Shark
1348,2007.08.12,2007-08-12,2007.0,USA,Florida,"New Smyrna Beach, Volusia County",F,15,swimming,17,,N,Uncomfirmed Species
1349,2007.08.11,2007-08-11,2007.0,USA,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",M,19,swimming,18,,N,Uncomfirmed Species
1350,2007.08.09.b,2007-08-09,2007.0,USA,South Carolina,"Isle of Palms, Charleston County",M,30,swimming,16,,N,Uncomfirmed Species
1351,2007.08.09.a,2007-08-09,2007.0,USA,South Carolina,"Isle of Palms, Charleston County",M,9,surfing,14,,N,Uncomfirmed Species
1352,2007.08.07,2007-08-07,2007.0,USA,Florida,"Islamorada, Monroe County",F,19,swimming,,afternoon,N,Bull Shark
1353,2007.07.29,2007-07-29,2007.0,USA,Florida,"Ponce Inlet, Volusia County",M,51,surfing,,afternoon,N,Uncomfirmed Species
1354,2007.07.28,2007-07-28,2007.0,USA,California,"Imperial Beach, San Diego County",M,20,surfing,23,,N,Uncomfirmed Species
1355,2007.07.22,2007-07-22,2007.0,USA,California,"Malibu, Los Angeles County",M,,surfing,,,N,White Shark
1356,2007.07.21,2007-07-21,2007.0,USA,California,"Bean Hollow State Beach, San Mateo County",M,,fishing,10,,N,White Shark
1357,2007.07.19.b,2007-07-19,2007.0,USA,Hawaii,"Bellows Beach near Wailea Point, Oahu",M,36,swimming,15,,N,Uncomfirmed Species
1358,2007.07.19.a,2007-07-19,2007.0,AUSTRALIA,Territory of Cocos (Keeling) Islands,Direction Island,M,15,swimming,11,,N,Uncomfirmed Species
1359,2007.07.18.b,2007-07-18,2007.0,USA,North Carolina,"North Topsail Beach, Onslow  County",M,14,swimming,12,,N,Uncomfirmed Species
1360,2007.07.18.a,2007-07-18,2007.0,NORWAY,Oslo Fjord,Sjøstrand,M,48,swimming,,,N,Uncomfirmed Species
1361,2007.07.17.b,2007-07-17,2007.0,USA,California,"Faria Beach, Ventura County",F,43,swimming,11,,,Uncomfirmed Species
1362,2007.07.17.a,2007-07-17,2007.0,USA,North Carolina,"Atlantic Beach, Carteret County",F,30,swimming,13,,N,Uncomfirmed Species
1363,2007.07.10,2007-07-10,2007.0,BAHAMAS,Abaco Islands,Allan-Pensacola Cay,F,48,fishing,11,,N,Bull Shark
1364,2007.07.05,2007-07-05,2007.0,USA,Florida,"Ponce Inlet, Volusia County",M,18,surfing,16,,N,Uncomfirmed Species
1365,2007.07.04,2007-07-04,2007.0,REUNION,,Boucan Canot,M,17,surfing,14,,N,Uncomfirmed Species
1367,2007.06.30.b,2007-06-30,2007.0,USA,Florida,Marques Island,M,,swimming,,,N,Uncomfirmed Species
1368,2007.06.30.a,2007-06-30,2007.0,USA,California,"Will Rogers State Beach, Los Angeles County",F,,swimming,10,,N,Uncomfirmed Species
1369,2007.06.25,2007-06-25,2007.0,USA,Florida,"New Smyrna Beach, Volusia County",M,20,surfing,17,,N,Uncomfirmed Species
1370,2007.06.24,2007-06-24,2007.0,USA,Hawaii,"Silva's Channel, Mokuleia, O'ahu",M,,surfing,07,,N,Tiger Shark
1371,2007.06.17,2007-06-17,2007.0,USA,Florida,"Vilano Beach, St.  Johns County",F,9,surfing,16,,,Uncomfirmed Species
1372,2007.06.12,2007-06-12,2007.0,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",F,,swimming,11,,N,Uncomfirmed Species
1373,2007.06.05,2007-06-05,2007.0,AUSTRALIA,New South Wales,"Shelly Beach, Crescent Head",M,,surfing,,afternoon,N,Uncomfirmed Species
1374,2007.05.26,2007-05-26,2007.0,USA,South Carolina,Garden City,F,,swimming,17,,N,Uncomfirmed Species
1375,2007.05.24,2007-05-24,2007.0,USA,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach ",F,40,swimming,,morning,N,Uncomfirmed Species
1376,2007.05.17.R,2007-05-17,2007.0,ENGLAND,Kent,Folkestone,M,38,fishing,,afternoon,N,Uncomfirmed Species
1377,2007.05.16,2007-05-16,2007.0,AUSTRALIA,Western Australia,"Warra Beach, Coral Bay",F,38,swimming,14,,N,Uncomfirmed Species
1378,2007.05.12,2007-05-12,2007.0,AUSTRALIA,Victoria,Warrnambool,M,19,surfing,17,,N,Uncomfirmed Species
1379,2007.05.10,2007-05-10,2007.0,USA,Florida,"New Smyrna Beach, Volusia County",F,21,surfing,16,,N,Uncomfirmed Species
1380,2007.05.09.R,2007-05-09,2007.0,SEYCHELLES,Bird Island,,M,,swimming,,,N,White Shark
1381,2007.05.08,2007-05-08,2007.0,AUSTRALIA,New South Wales,Kingscliff Beach,M,45,swimming,12,,,Uncomfirmed Species
1382,2007.05.07.b,2007-05-07,2007.0,USA,Hawaii,"Keawakapu Beach, Maui",F,63,swimming,08,,N,Tiger Shark
1383,2007.05.07.a,2007-05-07,2007.0,USA,Florida,Naples,M,68,swimming,08,,N,Uncomfirmed Species
1384,2007.05.04,2007-05-04,2007.0,TURKS & CAICOS,Providenciales,,,,sailing,,,Y,Uncomfirmed Species
1385,2007.05.00,,2007.0,BAHAMAS,Bimini Islands,,F,20,swimming,,,N,Uncomfirmed Species
1386,2007.04.26,2007-04-26,2007.0,AUSTRALIA,Queensland,"Mornington Island, Gulf of Carpentaria",F,13,swimming,18,,N,Uncomfirmed Species
1387,2007.04.22,2007-04-22,2007.0,USA,Florida,"Hutchinson Island, St. Lucie County",M,12,surfing,12,,N,Uncomfirmed Species
1388,2007.04.20,2007-04-20,2007.0,USA,Florida,"New Smyrna Beach, Volusia County",M,24,surfing,17,,N,Uncomfirmed Species
1389,2007.04.13.R,2007-04-13,2007.0,USA,Florida,"Florida Keys, Monroe County",,,fishing,,,N,Bull Shark
1390,2007.04.09,2007-04-09,2007.0,NEW CALEDONIA,South Province,Dumbéa,M,26,surfing,16,,N,Tiger Shark
1391,2007.04.01,2007-04-01,2007.0,USA,Florida,"New Smyrna Beach, Volusia County",M,7,swimming,13,,N,Uncomfirmed Species
1392,2007.03.31.b,2007-03-31,2007.0,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",M,27,surfing,14,,N,Uncomfirmed Species
